Frequency [Hz],Amplitude,X [mm],Y [mm]
119.1469,-4.7835,-4.3797,-4.6613
119.1855,-4.8037,-4.5085,-4.4116
119.2242,-4.433,-4.3996,-4.8106
119.2628,-4.5932,-4.3999,-4.3036
119.3015,-4.6367,-4.5739,-4.471
119.3401,-4.3696,-4.1655,-4.3958
119.3788,-4.5781,-4.2274,-4.695
119.4174,-4.5026,-4.3065,-4.4628
119.4561,-4.4826,-4.0976,-4.4481
119.4947,-4.4179,-4.2457,-4.2405
119.5334,-4.5345,-4.2942,-4.5075
119.572,-4.476,-4.1896,-4.882
119.6107,-4.3641,-4.0116,-4.2318
119.6493,-4.572,-4.266,-4.209
119.6879,-4.321,-3.9293,-4.2616
119.7266,-4.2431,-3.9274,-4.1002
119.7652,-4.06,-3.795,-4.0721
119.8039,-4.1048,-3.7416,-4.1113
119.8425,-4.1135,-3.7785,-3.9426
119.8812,-3.9968,-3.6703,-3.8326
119.9198,-3.3424,-2.9864,-3.2133
119.9585,-2.7124,-2.3613,-2.5712
119.9971,-3.276,-2.9301,-3.1005
120.0358,-3.9714,-3.6322,-3.9305
120.0744,-4.0073,-3.6577,-3.809
120.1131,-3.9697,-3.6175,-3.915
120.1517,-4.1918,-3.7787,-3.973
120.1903,-4.1774,-3.8399,-4.0629
120.229,-4.1665,-3.8594,-4.2342
120.2676,-4.3308,-4.0074,-4.2296
120.3063,-4.316,-4.0012,-4.0801
120.3449,-4.2193,-3.9918,-4.0945
120.3836,-4.4012,-4.132,-4.9771
120.4222,-4.4404,-4.1665,-4.0754
120.4609,-4.582,-4.1767,-4.2064
120.4995,-4.4837,-4.1479,-4.3303
120.5382,-4.7138,-4.2516,-4.4283
120.5768,-4.6605,-4.2506,-4.5874
120.6155,-4.4992,-4.192,-4.6269
120.6541,-4.4031,-4.2344,-4.3777
120.6928,-4.4935,-4.453,-4.4423
120.7314,-4.721,-4.3195,-4.9181
120.77,-4.6006,-4.3777,-5.2083
120.8087,-4.6713,-4.3061,-4.821
120.8473,-4.7018,-4.3918,-4.313
120.886,-4.882,-4.534,-4.5811
120.9246,-5.0665,-4.602,-4.4881
120.9633,-4.5985,-4.4803,-4.3323
121.0019,-4.6775,-4.5859,-4.8593
121.0406,-4.9018,-5.0336,-4.5829
121.0792,-4.6732,-4.439,-4.4553
121.1179,-5.2535,-4.603,-4.3762
121.1565,-5.0103,-4.706,-4.4639
121.1952,-4.6938,-4.7297,-4.3594
121.2338,-4.7773,-4.5264,-4.4411
121.2724,-5.0658,-5.1342,-4.5724
121.3111,-4.7986,-4.5801,-4.4943
121.3497,-4.6674,-4.5257,-4.501
121.3884,-5.1746,-4.6642,-4.8786
121.427,-4.5988,-4.7159,-4.8202
121.4657,-5.326,-5.0944,-4.5319
121.5043,-4.7631,-4.7404,-4.5841
121.543,-5.3719,-4.5617,-4.9122
121.5816,-5.4257,-4.6915,-4.542
121.6203,-5.1701,-4.612,-4.5118
121.6589,-5.1459,-5.0398,-4.7081
121.6976,-4.8995,-4.7983,-4.3769
121.7362,-4.6342,-4.7656,-5.073
121.7749,-4.6367,-4.5059,-4.4424
121.8135,-5.4897,-4.5859,-4.4802
121.8521,-4.7508,-4.7345,-4.6215
121.8908,-4.9732,-4.8706,-5.4971
121.9294,-4.964,-4.988,-4.9851
121.9681,-5.3171,-4.8952,-4.8525
122.0067,-5.0651,-4.7336,-4.5192
122.0454,-4.8812,-4.8346,-4.8044
122.084,-4.4989,-4.9057,-5.0648
122.1227,-5.5706,-4.6458,-4.5952
122.1613,-4.8814,-4.5219,-5.3297
122.2,-4.5913,-4.4712,-4.4025
122.2386,-5.1943,-4.8155,-4.5339
122.2773,-5.3316,-5.1862,-4.7812
122.3159,-5.0155,-5.1487,-4.6785
122.3545,-4.8553,-4.5375,-4.9535
122.3932,-4.7064,-4.8705,-4.7382
122.4318,-5.6448,-4.4632,-4.5461
122.4705,-4.6294,-4.473,-4.4051
122.5091,-5.0018,-5.4638,-5.0083
122.5478,-5.4159,-5.0679,-4.7838
122.5864,-4.7758,-5.0917,-4.5378
122.6251,-4.8302,-4.686,-4.9566
122.6637,-4.7694,-4.9627,-4.6539
122.7024,-5.0807,-4.5647,-4.8491
122.741,-4.704,-4.6061,-4.7256
122.7797,-4.5148,-4.6545,-4.7223
122.8183,-4.9785,-4.8285,-4.349
122.857,-4.562,-4.4966,-4.778
122.8956,-5.1637,-5.0918,-4.7572
122.9342,-4.7275,-4.7945,-4.4694
122.9729,-4.8478,-4.9684,-4.7023
123.0115,-4.9462,-4.8074,-4.5667
123.0502,-4.8313,-4.7447,-4.6839
123.0888,-4.8365,-4.9254,-4.5649
123.1275,-4.9905,-5.031,-4.9491
123.1661,-5.2903,-4.8001,-4.4238
123.2048,-4.7674,-5.1159,-4.8969
123.2434,-4.6141,-4.3702,-4.6822
123.2821,-4.7305,-5.1735,-4.3089
123.3207,-4.7316,-4.7693,-4.6097
123.3594,-4.5743,-4.9184,-4.7014
123.398,-4.6408,-4.8235,-4.9563
123.4366,-4.6989,-4.7401,-4.9253
123.4753,-5.2405,-4.8525,-4.4255
123.5139,-5.9783,-4.9913,-4.545
123.5526,-4.7763,-4.5529,-4.9614
123.5912,-4.6994,-5.5336,-4.5449
123.6299,-5.249,-4.7618,-4.5642
123.6685,-4.9114,-4.5042,-4.7321
123.7072,-4.7693,-4.5529,-4.6977
123.7458,-4.7954,-4.6413,-4.5978
123.7845,-4.6963,-5.1972,-4.6588
123.8231,-5.0176,-4.94,-4.7581
123.8618,-4.9451,-4.6129,-4.7408
123.9004,-5.2726,-4.75,-4.5078
123.9391,-4.9569,-4.5133,-4.348
123.9777,-4.7662,-5.2624,-4.6175
124.0163,-4.7606,-4.9948,-4.7896
124.055,-4.808,-5.1143,-4.5188
124.0936,-4.8861,-4.7461,-4.4048
124.1323,-4.8923,-4.8101,-4.8468
124.1709,-4.9981,-5.1571,-4.7343
124.2096,-4.8997,-5.6466,-4.4149
124.2482,-4.7839,-5.0145,-5.219
124.2869,-4.88,-5.3722,-4.6513
124.3255,-5.0288,-4.6722,-4.1759
124.3642,-4.7785,-4.7523,-4.9497
124.4028,-5.2008,-5.0329,-4.2302
124.4415,-5.0348,-5.1543,-5.3442
124.4801,-5.4015,-4.6364,-4.9034
124.5187,-5.0999,-4.9406,-4.8612
124.5574,-4.6192,-4.8983,-5.0814
124.596,-4.6705,-4.8384,-4.3874
124.6347,-5.0135,-4.6937,-4.5451
124.6733,-4.5965,-4.8844,-4.5184
124.712,-4.7341,-4.6215,-4.6183
124.7506,-5.1491,-4.6969,-4.5201
124.7893,-4.851,-5.3789,-4.7186
124.8279,-4.6751,-5.2519,-4.8845
124.8666,-5.1381,-5.0133,-4.7441
124.9052,-5.1926,-4.7331,-4.5183
124.9439,-5.2076,-5.2649,-4.6463
124.9825,-4.7346,-4.6017,-4.7513
125.0212,-4.9437,-4.4966,-4.58
125.0598,-4.7715,-4.7507,-4.6104
125.0984,-4.6495,-4.8518,-4.6468
125.1371,-5.5879,-4.9031,-4.7727
125.1757,-5.0288,-4.8876,-4.7568
125.2144,-5.3341,-5.1641,-4.4534
125.253,-4.9998,-4.8879,-5.2138
125.2917,-4.772,-4.6246,-5.1903
125.3303,-4.689,-4.5398,-5.1333
125.369,-5.5612,-4.9951,-4.6942
125.4076,-4.8327,-4.7917,-4.7725
125.4463,-4.9751,-5.8644,-5.3974
125.4849,-4.9029,-4.8016,-4.7549
125.5236,-4.8183,-4.6374,-5.0228
125.5622,-4.481,-4.5701,-4.8865
125.6008,-4.7099,-4.881,-4.871
125.6395,-4.7634,-4.6156,-5.0963
125.6781,-5.3234,-5.209,-4.9244
125.7168,-4.7511,-4.6231,-4.6353
125.7554,-4.9733,-4.7056,-4.729
125.7941,-4.9254,-5.1162,-4.3998
125.8327,-5.3051,-5.2116,-5.7164
125.8714,-4.9274,-4.6864,-4.5379
125.91,-4.9054,-4.7187,-4.8113
125.9487,-4.9059,-4.8532,-4.8395
125.9873,-4.6654,-4.7456,-4.9182
126.026,-4.5997,-5.1433,-4.5767
126.0646,-4.8781,-5.2505,-4.7276
126.1032,-4.701,-4.6578,-4.7557
126.1419,-5.6628,-4.9291,-4.6749
126.1805,-5.4023,-5.0187,-4.6562
126.2192,-4.7517,-4.6828,-5.127
126.2578,-4.9211,-4.7327,-4.5865
126.2965,-5.6035,-5.2784,-4.5808
126.3351,-5.1963,-4.9,-4.4535
126.3738,-5.1198,-5.0888,-4.7525
126.4124,-4.7982,-4.8529,-4.4904
126.4511,-5.0965,-4.7034,-4.5258
126.4897,-5.1843,-4.6518,-4.6097
126.5284,-4.8497,-5.0529,-4.4147
126.567,-4.8418,-4.6344,-4.2929
126.6057,-4.8867,-4.8694,-4.8073
126.6443,-4.8218,-4.7473,-4.8684
126.6829,-5.0026,-4.5626,-4.5375
126.7216,-4.8383,-4.5802,-5.14
126.7602,-5.4531,-4.8206,-4.4468
126.7989,-4.8821,-4.6876,-4.6599
126.8375,-4.8789,-5.2859,-4.9745
126.8762,-4.7279,-4.9755,-4.4935
126.9148,-5.1874,-4.9161,-4.9813
126.9535,-4.986,-4.7118,-4.8156
126.9921,-4.8373,-5.1495,-5.0832
127.0308,-4.6196,-4.9648,-4.743
127.0694,-4.5764,-4.6944,-4.5175
127.1081,-5.2354,-4.88,-4.6135
127.1467,-6.0704,-4.8581,-5.253
127.1853,-4.9216,-4.856,-4.5408
127.224,-5.08,-4.8906,-4.4784
127.2626,-4.894,-5.2204,-4.5083
127.3013,-4.7879,-4.7978,-4.6747
127.3399,-4.7994,-5.2286,-4.74
127.3786,-4.7939,-4.8023,-4.7811
127.4172,-4.8807,-4.8773,-4.5122
127.4559,-4.6094,-4.7965,-4.6025
127.4945,-5.1331,-4.8437,-5.4873
127.5332,-4.7187,-4.9253,-4.7864
127.5718,-4.902,-5.2407,-5.226
127.6105,-4.801,-4.9757,-5.2842
127.6491,-4.9561,-4.9411,-4.8032
127.6878,-4.8135,-4.8454,-4.9839
127.7264,-5.3672,-5.0131,-5.0223
127.765,-4.6848,-4.7509,-4.8518
127.8037,-4.8449,-4.7011,-4.4254
127.8423,-5.2697,-4.8958,-4.6336
127.881,-4.8326,-4.7631,-4.8718
127.9196,-5.1094,-4.7492,-4.4455
127.9583,-4.9911,-4.8544,-4.5637
127.9969,-4.6527,-4.6908,-4.4988
128.0356,-4.8382,-4.8204,-5.1272
128.0742,-5.0327,-4.6714,-4.8023
128.1129,-4.5823,-4.6761,-4.9019
128.1515,-5.0391,-4.9545,-5.5385
128.1902,-5.2297,-5.4969,-4.7675
128.2288,-4.6932,-5.2085,-5.0414
128.2674,-4.6559,-4.6645,-4.6192
128.3061,-4.7896,-5.2575,-4.531
128.3447,-4.7196,-4.7864,-5.2799
128.3834,-4.6914,-5.0719,-4.7284
128.422,-5.1823,-5.4036,-4.8958
128.4607,-4.7776,-4.9985,-4.9266
128.4993,-4.819,-4.7384,-4.9102
128.538,-5.0281,-4.8874,-5.7955
128.5766,-4.8466,-4.8404,-4.6087
128.6153,-4.7354,-4.9993,-5.1217
128.6539,-4.7352,-4.8361,-4.6839
128.6926,-4.9336,-5.3291,-4.9351
128.7312,-5.5264,-4.6639,-4.9225
128.7699,-4.8854,-4.9513,-5.6002
128.8085,-4.9712,-4.7145,-4.6521
128.8471,-4.712,-4.6288,-4.473
128.8858,-4.7934,-4.9195,-4.74
128.9244,-5.0733,-5.5536,-4.7085
128.9631,-4.672,-4.791,-4.7972
129.0017,-4.9483,-5.4795,-4.6223
129.0404,-5.4245,-5.0209,-4.5821
129.079,-4.6612,-5.0466,-4.6786
129.1177,-4.9583,-5.3376,-4.8297
129.1563,-4.8717,-5.1746,-5.0653
129.195,-4.9904,-5.6891,-4.9808
129.2336,-4.8257,-5.5152,-5.4122
129.2723,-4.6561,-5.5612,-4.7489
129.3109,-4.7361,-4.656,-4.7392
129.3495,-4.9367,-4.6805,-4.6296
129.3882,-4.7324,-4.9537,-5.3647
129.4268,-4.6954,-4.7785,-4.6279
129.4655,-5.1898,-4.8969,-4.6097
129.5041,-4.9326,-4.8861,-4.6046
129.5428,-5.1435,-5.1603,-4.8767
129.5814,-4.719,-5.2374,-5.058
129.6201,-5.1384,-5.5762,-5.0229
129.6587,-4.8099,-4.5975,-4.7029
129.6974,-4.7909,-5.1148,-5.1402
129.736,-4.6913,-4.9671,-4.7467
129.7747,-4.8498,-4.6173,-4.8902
129.8133,-5.2607,-5.5623,-4.8482
129.852,-5.0923,-4.9187,-5.1007
129.8906,-4.8174,-4.8616,-4.6693
129.9292,-4.6783,-4.8372,-4.5296
129.9679,-4.8399,-4.8576,-4.1711
130.0065,-4.7798,-4.7029,-4.6966
130.0452,-4.6227,-4.7651,-5.1061
130.0838,-5.1386,-4.7877,-4.7473
130.1225,-5.4674,-5.8582,-5.2506
130.1611,-4.8463,-4.9477,-5.9384
130.1998,-5.0638,-4.5047,-4.993
130.2384,-5.073,-4.7713,-4.7467
130.2771,-4.9961,-4.8967,-4.7008
130.3157,-4.8578,-4.7306,-4.7215
130.3544,-4.7954,-5.0771,-4.7838
130.393,-4.7955,-5.1708,-4.8314
130.4316,-4.6965,-5.3886,-5.0725
130.4703,-4.8453,-4.7795,-4.7
130.5089,-4.9601,-5.0235,-4.5241
130.5476,-5.3111,-5.4292,-4.7077
130.5862,-5.2211,-4.7331,-4.8096
130.6249,-4.6393,-5.1849,-4.6221
130.6635,-4.8689,-5.5341,-4.7577
130.7022,-4.6642,-4.595,-4.7113
130.7408,-4.9086,-5.0177,-4.4861
130.7795,-5.1749,-4.9392,-4.5597
130.8181,-4.7767,-5.1579,-5.0453
130.8568,-5.3336,-4.9263,-4.5416
130.8954,-5.0553,-4.938,-4.5445
130.9341,-5.0444,-4.7198,-4.9059
130.9727,-5.3166,-5.066,-4.71
131.0113,-5.321,-5.0706,-4.714
131.05,-4.865,-5.3303,-4.6342
131.0886,-5.317,-5.0027,-4.5552
131.1273,-4.7561,-4.8606,-5.1142
131.1659,-4.8999,-4.9663,-4.5506
131.2046,-5.1075,-5.836,-4.8149
131.2432,-4.788,-5.4156,-4.6066
131.2819,-4.9303,-5.0832,-4.8429
131.3205,-4.8191,-5.3586,-4.9202
131.3592,-4.976,-4.8705,-4.5302
131.3978,-4.7658,-4.4958,-4.7744
131.4365,-4.6885,-5.204,-5.3916
131.4751,-4.8205,-4.8742,-5.3191
131.5137,-5.1368,-4.7049,-5.4882
131.5524,-5.5009,-4.889,-4.8232
131.591,-4.7024,-4.8091,-4.5797
131.6297,-5.2057,-4.9868,-5.028
131.6683,-4.5237,-4.6471,-4.4918
131.707,-4.6729,-4.9277,-4.6531
131.7456,-4.7503,-4.6299,-4.6235
131.7843,-4.7983,-4.7694,-4.7369
131.8229,-5.1994,-4.9483,-4.7414
131.8616,-4.7262,-4.918,-4.6598
131.9002,-5.1388,-4.9241,-4.9741
131.9389,-4.8007,-5.0374,-4.816
131.9775,-5.1102,-4.6739,-4.8776
132.0162,-4.9277,-5.5823,-4.3747
132.0548,-5.11,-5.1803,-5.0284
132.0934,-4.8289,-4.8278,-5.0762
132.1321,-5.416,-5.1541,-4.7667
132.1707,-4.7998,-5.05,-4.712
132.2094,-5.332,-5.1874,-4.7634
132.248,-4.9092,-5.3726,-4.9108
132.2867,-5.0979,-4.9985,-4.7555
132.3253,-4.8085,-4.8434,-4.8591
132.364,-4.9635,-4.8238,-4.6418
132.4026,-5.9078,-5.299,-5.2985
132.4413,-4.8011,-5.0691,-4.6476
132.4799,-4.8479,-4.9887,-5.3424
132.5186,-4.8299,-5.5129,-4.3141
132.5572,-5.1415,-4.8947,-4.9366
132.5958,-4.9054,-4.8848,-4.9373
132.6345,-4.8835,-5.1957,-4.7541
132.6731,-4.849,-5.4832,-5.1834
132.7118,-5.1824,-5.1824,-4.5442
132.7504,-5.1864,-4.9863,-4.6806
132.7891,-4.5383,-4.8476,-4.4686
132.8277,-5.2394,-4.8616,-5.2894
132.8664,-4.9623,-5.1951,-4.6826
132.905,-5.0936,-4.7955,-4.6407
132.9437,-4.8949,-5.3818,-4.4679
132.9823,-4.9018,-4.8068,-4.9349
133.021,-4.9504,-4.7077,-4.7306
133.0596,-5.0047,-5.5686,-4.8004
133.0983,-4.8887,-4.8463,-4.6884
133.1369,-4.9495,-5.4745,-4.8114
133.1755,-5.5936,-5.0964,-5.0782
133.2142,-4.9332,-4.7532,-4.7522
133.2528,-4.7032,-4.8579,-4.6888
133.2915,-4.8085,-5.234,-4.3585
133.3301,-5.4115,-5.22,-4.7885
133.3688,-4.9245,-5.8064,-4.7136
133.4074,-5.3144,-4.9734,-4.7022
133.4461,-4.9085,-4.9208,-5.0064
133.4847,-4.6532,-4.7913,-4.8599
133.5234,-5.0107,-5.0064,-4.7051
133.562,-4.7592,-5.2804,-4.6634
133.6007,-4.9232,-4.8601,-4.933
133.6393,-4.6297,-4.925,-4.9731
133.6779,-4.6869,-4.8552,-4.544
133.7166,-4.8941,-5.3465,-4.7362
133.7552,-5.2096,-4.7745,-4.5648
133.7939,-4.8614,-5.2055,-4.8624
133.8325,-4.9603,-4.9001,-4.545
133.8712,-4.7334,-4.9124,-4.5566
133.9098,-4.761,-4.6334,-4.4638
133.9485,-5.1565,-4.9166,-4.4811
133.9871,-5.3164,-5.245,-4.7132
134.0258,-5.0849,-4.8791,-4.617
134.0644,-5.4404,-5.1683,-5.6631
134.1031,-4.958,-5.3405,-4.6221
134.1417,-4.7053,-5.0472,-5.2871
134.1804,-4.7784,-4.8599,-5.1271
134.219,-5.2104,-4.9264,-5.4899
134.2576,-4.8355,-4.7084,-6.0614
134.2963,-4.7413,-4.72,-4.4838
134.3349,-4.836,-4.9401,-4.4292
134.3736,-5.0828,-5.2132,-4.7932
134.4122,-4.9936,-5.3422,-4.6596
134.4509,-4.8464,-5.3958,-4.9582
134.4895,-5.0964,-4.9208,-4.6644
134.5282,-5.0627,-5.1419,-4.7866
134.5668,-5.7694,-5.3067,-5.164
134.6055,-4.828,-5.285,-4.9403
134.6441,-4.7665,-4.9876,-4.6766
134.6828,-4.8323,-4.8314,-4.7279
134.7214,-4.8897,-5.1076,-4.7159
134.76,-5.3684,-4.9925,-4.4164
134.7987,-4.8652,-5.3079,-5.0716
134.8373,-4.8912,-5.2128,-4.8796
134.876,-5.0847,-4.9357,-4.3818
134.9146,-5.0953,-4.842,-4.4857
134.9533,-5.2374,-4.9308,-4.9865
134.9919,-5.0044,-4.7967,-5.3803
135.0306,-4.9257,-5.0629,-4.8702
135.0692,-4.8043,-4.7147,-4.9172
135.1079,-4.7328,-5.2469,-4.4593
135.1465,-5.049,-5.0067,-4.493
135.1852,-4.9924,-4.7491,-4.4807
135.2238,-4.7811,-5.1518,-4.5639
135.2625,-5.0272,-5.4344,-4.9253
135.3011,-4.9275,-4.9281,-4.5437
135.3397,-4.7372,-5.4331,-5.6158
135.3784,-4.751,-5.6355,-5.0992
135.417,-4.5927,-4.6256,-5.0007
135.4557,-4.7323,-4.8378,-4.7626
135.4943,-4.8068,-4.8256,-4.6612
135.533,-4.9293,-5.3467,-4.5196
135.5716,-5.8755,-5.0809,-4.6068
135.6103,-5.2183,-4.9017,-4.6995
135.6489,-5.8145,-5.1961,-4.765
135.6876,-4.7765,-5.4849,-4.9222
135.7262,-4.8359,-5.0185,-4.4
135.7649,-4.8217,-5.0128,-4.6282
135.8035,-5.1893,-4.7389,-4.5349
135.8421,-5.0923,-5.1747,-4.527
135.8808,-4.8382,-5.6093,-5.3229
135.9194,-4.5099,-4.6294,-4.9188
135.9581,-4.7002,-4.8553,-4.6901
135.9967,-4.6253,-4.9923,-4.4912
136.0354,-4.7811,-4.752,-4.8629
136.074,-4.9106,-5.0688,-4.6086
136.1127,-5.2822,-5.1156,-4.5023
136.1513,-4.9671,-5.3463,-4.6528
136.19,-5.7858,-4.6704,-4.9327
136.2286,-5.1374,-4.818,-4.4854
136.2673,-4.9399,-5.8347,-4.4669
136.3059,-5.4538,-5.2896,-4.5637
136.3445,-4.9103,-5.8202,-4.639
136.3832,-4.8596,-4.9122,-4.8616
136.4218,-4.9363,-5.2647,-4.825
136.4605,-4.6674,-5.0633,-4.4483
136.4991,-4.821,-5.087,-4.5517
136.5378,-5.0704,-4.7715,-4.854
136.5764,-4.7524,-4.7715,-4.7298
136.6151,-5.0103,-5.3805,-4.9148
136.6537,-4.54,-5.1354,-5.5522
136.6924,-4.8064,-4.7406,-5.1068
136.731,-4.9147,-4.6499,-4.5835
136.7697,-4.9328,-4.7093,-4.6112
136.8083,-5.0308,-4.9097,-4.5727
136.847,-4.9068,-5.3213,-6.0287
136.8856,-5.9958,-4.8326,-4.7356
136.9242,-4.7244,-5.1423,-4.5138
136.9629,-5.055,-5.0539,-4.7969
137.0015,-4.6786,-5.0768,-4.8265
137.0402,-5.656,-4.8429,-4.9758
137.0788,-5.7127,-4.9357,-5.021
137.1175,-4.6065,-4.7984,-4.7522
137.1561,-4.5636,-4.7182,-4.7715
137.1948,-4.6399,-5.0889,-4.8954
137.2334,-5.0847,-5.5526,-5.4978
137.2721,-5.0434,-5.8186,-4.6535
137.3107,-4.8138,-4.856,-4.8362
137.3494,-4.7594,-5.3031,-5.4584
137.388,-5.4089,-4.8811,-4.8412
137.4266,-5.516,-5.0992,-4.8404
137.4653,-4.5953,-4.7101,-4.7296
137.5039,-4.8869,-4.943,-5.1053
137.5426,-4.6765,-4.9215,-4.9921
137.5812,-4.6732,-4.9079,-4.9896
137.6199,-5.1769,-5.0501,-4.6643
137.6585,-5.3311,-5.0034,-4.7429
137.6972,-5.6345,-4.993,-5.1265
137.7358,-5.0814,-5.2276,-5.0989
137.7745,-5.5378,-4.867,-4.7135
137.8131,-5.1775,-4.7728,-4.6265
137.8518,-5.1956,-4.7087,-4.9647
137.8904,-4.6869,-5.0504,-4.8658
137.9291,-5.2027,-4.9346,-5.0987
137.9677,-4.9222,-5.5649,-4.6186
138.0063,-4.7122,-4.9231,-4.6584
138.045,-4.7965,-4.8736,-5.6397
138.0836,-4.9649,-5.0666,-4.837
138.1223,-5.0047,-4.869,-4.4815
138.1609,-5.0428,-5.1883,-4.9126
138.1996,-5.7562,-5.045,-5.4304
138.2382,-4.8152,-4.8894,-4.7233
138.2769,-4.6351,-4.9358,-4.7726
138.3155,-5.058,-4.7765,-4.9594
138.3542,-5.1865,-4.9476,-4.9069
138.3928,-4.9726,-4.9222,-4.9617
138.4315,-4.8493,-5.3254,-4.8708
138.4701,-4.7678,-4.7329,-4.8938
138.5087,-4.9058,-4.7584,-4.5435
138.5474,-4.6202,-4.9187,-4.7041
138.586,-4.7031,-5.4564,-4.9542
138.6247,-4.7649,-5.2137,-5.062
138.6633,-5.3285,-4.9602,-4.7107
138.702,-4.9094,-5.1133,-4.7411
138.7406,-5.5254,-4.8507,-4.94
138.7793,-4.9029,-4.8768,-4.8126
138.8179,-4.9723,-4.9585,-5.4901
138.8566,-5.0264,-5.3702,-4.7788
138.8952,-4.8174,-4.7764,-4.7597
138.9339,-4.9499,-5.2986,-4.5805
138.9725,-5.5626,-5.9539,-5.1115
139.0112,-4.8932,-4.9772,-4.8716
139.0498,-4.929,-5.9617,-4.4971
139.0884,-4.819,-5.6057,-5.3968
139.1271,-5.3185,-5.0441,-4.8072
139.1657,-4.7615,-4.7658,-4.4556
139.2044,-5.2403,-5.1711,-4.295
139.243,-5.3086,-4.6614,-4.6263
139.2817,-5.0747,-4.9598,-4.7074
139.3203,-4.9135,-4.8213,-4.9957
139.359,-4.8168,-4.8034,-5.3226
139.3976,-4.7371,-5.4045,-5.4696
139.4363,-4.7859,-4.5649,-4.5286
139.4749,-5.7299,-5.0598,-4.6837
139.5136,-4.9195,-4.7278,-4.8621
139.5522,-4.9008,-5.3488,-4.7347
139.5908,-4.4672,-4.8721,-4.8416
139.6295,-4.1872,-4.8181,-4.7698
139.6681,-4.1534,-4.7847,-4.4781
139.7068,-4.1426,-4.8399,-5.3481
139.7454,-3.7587,-5.384,-4.8478
139.7841,-4.355,-5.1612,-5.0616
139.8227,-4.0643,-5.1157,-5.1578
139.8614,-4.5014,-4.6995,-5.3995
139.9,-4.252,-4.5395,-4.6947
139.9387,-5.5524,-4.9009,-4.433
139.9773,-4.2895,-4.4459,-4.5762
140.016,-4.7065,-5.0606,-5.0767
140.0546,-4.5281,-5.0113,-5.7206
140.0933,-4.6964,-5.1687,-4.7569
140.1319,-4.2201,-5.0525,-4.8022
140.1705,-4.2058,-4.7965,-4.8865
140.2092,-4.038,-4.7736,-4.9378
140.2478,-4.115,-4.9142,-4.9154
140.2865,-3.7339,-4.9034,-4.3253
140.3251,-3.6115,-5.073,-6.0511
140.3638,-4.1928,-4.8609,-4.6884
140.4024,-4.7318,-5.2138,-4.7034
140.4411,-4.8821,-5.0169,-4.8569
140.4797,-4.5451,-4.9091,-4.7577
140.5184,-4.8148,-4.9105,-5.061
140.557,-4.5648,-4.968,-4.727
140.5957,-4.6158,-5.1681,-5.0174
140.6343,-5.0554,-4.6138,-5.2073
140.6729,-4.7598,-5.0581,-5.3024
140.7116,-4.9678,-5.0452,-4.8206
140.7502,-4.98,-5.1333,-4.888
140.7889,-4.747,-4.9036,-4.5445
140.8275,-4.9485,-5.262,-5.1184
140.8662,-5.4975,-5.2455,-4.6648
140.9048,-4.7495,-4.9274,-4.5119
140.9435,-5.0381,-4.9159,-4.6143
140.9821,-5.0459,-5.0982,-4.998
141.0208,-5.1793,-5.5698,-5.1698
141.0594,-5.4548,-5.3397,-4.703
141.0981,-5.221,-4.753,-4.6737
141.1367,-4.8636,-5.1949,-4.9791
141.1754,-4.9097,-4.9407,-4.7246
141.214,-5.0233,-4.9489,-4.5848
141.2526,-5.1877,-5.5328,-4.9691
141.2913,-4.8779,-4.898,-4.3913
141.3299,-4.7414,-5.1837,-4.9356
141.3686,-4.7276,-4.9901,-4.8182
141.4072,-5.1108,-4.8145,-4.692
141.4459,-4.6903,-4.8557,-4.9869
141.4845,-5.1059,-4.7808,-4.4468
141.5232,-4.908,-4.8253,-5.0525
141.5618,-5.3939,-5.0004,-4.7823
141.6005,-5.0342,-5.1022,-4.7057
141.6391,-5.2755,-5.0426,-4.5692
141.6778,-5.6816,-4.8951,-4.6063
141.7164,-5.2572,-5.2811,-4.3471
141.755,-5.8381,-4.6994,-4.8168
141.7937,-5.1346,-5.0541,-5.4357
141.8323,-4.6362,-4.7041,-4.3209
141.871,-5.2632,-5.0224,-4.6377
141.9096,-5.1902,-4.9913,-5.2175
141.9483,-4.9629,-5.1861,-4.8807
141.9869,-5.2629,-5.2731,-5.6134
142.0256,-4.781,-5.1128,-4.5848
142.0642,-5.0318,-4.9192,-5.1538
142.1029,-4.7258,-4.9135,-4.6185
142.1415,-4.9284,-5.6693,-4.7481
142.1802,-4.9948,-5.0176,-4.6669
142.2188,-4.6686,-4.6038,-4.7702
142.2575,-4.8207,-4.9488,-4.7046
142.2961,-5.097,-5.397,-4.8346
142.3347,-5.0296,-4.6823,-4.6424
142.3734,-4.8561,-4.7424,-5.0746
142.412,-5.0676,-5.6474,-4.6656
142.4507,-5.1446,-5.157,-4.452
142.4893,-4.9343,-4.7393,-4.6914
142.528,-5.4163,-4.7259,-4.718
142.5666,-5.0822,-5.0211,-4.5309
142.6053,-4.6341,-5.1732,-4.96
142.6439,-4.9418,-4.7756,-4.8167
142.6826,-4.9651,-4.8695,-4.7415
142.7212,-5.1223,-5.0188,-5.2593
142.7599,-5.636,-4.8006,-5.143
142.7985,-4.6019,-5.2122,-5.3803
142.8371,-5.1785,-5.103,-4.8447
142.8758,-4.7744,-4.9212,-4.6664
142.9144,-4.8927,-4.8729,-4.6443
142.9531,-5.2422,-5.2783,-4.7633
142.9917,-5.2565,-5.1339,-4.7126
